backlog,open_cases,inflow,cleared,backlog_heinous,backlog_lag1,backlog_lag2,backlog_lag3,cleared_lag1,cleared_lag2,cleared_lag3,inflow_lag1,inflow_lag2,inflow_lag3,backlog_mean3,cleared_mean3,inflow_mean3,growth_3mo,growth_1mo,clearance_rate,clearance_rate_3mo,load,stale_share,heinous_share,month_of_year,target_backlog_up_20pct_3mo
14,25,5,1,1,9,3,0,2,0,0,7,4,9,4.0,0.6667,6.6667,3.5,1.5556,0.0714,0.1667,7.5,0.56,0.0714,5,1
19,33,9,1,1,14,9,3,1,2,0,5,7,4,8.6667,1.0,5.3333,2.1923,1.3571,0.0526,0.1154,9.0,0.5758,0.0526,6,1
23,38,5,0,1,19,14,9,1,1,2,9,5,7,14.0,1.3333,7.0,1.6429,1.2105,0.0,0.0952,3.75,0.6053,0.0435,7,1
33,39,3,2,2,23,19,14,0,1,1,5,9,5,18.6667,0.6667,6.3333,1.7679,1.4348,0.0606,0.0357,4.5,0.8462,0.0606,8,0
30,34,1,6,2,33,23,19,2,0,1,3,5,9,25.0,1.0,5.6667,1.2,0.9091,0.2,0.04,1.0,0.8824,0.0667,9,1
30,39,7,2,3,30,33,23,6,2,0,1,3,5,28.6667,2.6667,3.0,1.0465,1.0,0.0667,0.093,2.625,0.7692,0.1,10,1
32,47,8,0,4,30,30,33,2,6,2,7,1,3,31.0,3.3333,3.6667,1.0323,1.0667,0.0,0.1075,2.4,0.6809,0.125,11,1
37,49,5,3,4,32,30,30,0,2,6,8,7,1,30.6667,2.6667,5.3333,1.2065,1.1562,0.0811,0.087,1.875,0.7551,0.1081,12,0
43,50,3,2,6,37,32,30,3,0,2,5,8,7,33.0,1.6667,6.6667,1.303,1.1622,0.0465,0.0505,1.8,0.86,0.1395,1,0
43,50,4,4,5,43,37,32,2,3,0,3,5,8,37.3333,1.6667,5.3333,1.1518,1.0,0.093,0.0446,2.4,0.86,0.1163,2,0
43,50,3,3,6,43,43,37,4,2,3,4,3,5,41.0,3.0,4.0,1.0488,1.0,0.0698,0.0732,1.0,0.86,0.1395,3,0
44,51,5,4,5,43,43,43,3,4,2,3,4,3,43.0,3.0,3.3333,1.0233,1.0233,0.0909,0.0698,1.6667,0.8627,0.1136,4,0
44,50,1,2,5,44,43,43,4,3,4,5,3,4,43.3333,3.6667,4.0,1.0154,1.0,0.0455,0.0846,0.2727,0.88,0.1136,5,0
47,52,3,1,6,44,44,43,2,4,3,1,5,3,43.6667,3.0,3.0,1.0763,1.0682,0.0213,0.0687,1.0,0.9038,0.1277,6,0
44,51,5,6,6,47,44,44,1,2,4,3,1,5,45.0,2.3333,3.0,0.9778,0.9362,0.1364,0.0519,2.1429,0.8627,0.1364,7,0
45,55,6,2,7,44,47,44,6,1,2,5,3,1,45.0,3.0,3.0,1.0,1.0227,0.0444,0.0667,2.0,0.8182,0.1556,8,0
47,55,2,2,7,45,44,47,2,6,1,6,5,3,45.3333,3.0,4.6667,1.0368,1.0444,0.0426,0.0662,0.6667,0.8545,0.1489,9,0
50,59,7,3,6,47,45,44,2,2,6,2,6,5,45.3333,3.3333,4.3333,1.1029,1.0638,0.06,0.0735,2.1,0.8475,0.12,10,0
48,66,11,4,5,50,47,45,3,2,2,7,2,6,47.3333,2.3333,5.0,1.0141,0.96,0.0833,0.0493,4.7143,0.7273,0.1042,11,1
51,66,3,3,5,48,50,47,4,3,2,11,7,2,48.3333,3.0,6.6667,1.0552,1.0625,0.0588,0.0621,1.0,0.7727,0.098,12,1
60,73,9,2,6,51,48,50,3,4,3,3,11,7,49.6667,3.3333,7.0,1.2081,1.1765,0.0333,0.0671,2.7,0.8219,0.1,1,0
62,76,4,1,8,60,51,48,2,3,4,9,3,11,53.0,3.0,7.6667,1.1698,1.0333,0.0161,0.0566,1.3333,0.8158,0.129,2,0
69,75,1,2,9,62,60,51,1,2,3,4,9,3,57.6667,2.0,5.3333,1.1965,1.1129,0.029,0.0347,0.5,0.92,0.1304,3,0
68,77,7,5,9,69,62,60,2,1,2,1,4,9,63.6667,1.6667,4.6667,1.0681,0.9855,0.0735,0.0262,4.2,0.8831,0.1324,4,0
66,74,2,5,10,68,69,62,5,2,1,7,1,4,66.3333,2.6667,4.0,0.995,0.9706,0.0758,0.0402,0.75,0.8919,0.1515,5,0
68,75,4,3,8,66,68,69,5,5,2,2,7,1,67.6667,4.0,3.3333,1.0049,1.0303,0.0441,0.0591,1.0,0.9067,0.1176,6,0
69,76,3,2,9,68,66,68,3,5,5,4,2,7,67.3333,4.3333,4.3333,1.0248,1.0147,0.029,0.0644,0.6923,0.9079,0.1304,7,0
68,76,5,5,10,69,68,66,2,3,5,3,4,2,67.6667,3.3333,3.0,1.0049,0.9855,0.0735,0.0493,1.5,0.8947,0.1471,8,0
68,78,5,3,9,68,69,68,5,2,3,5,3,4,68.3333,3.3333,4.0,0.9951,1.0,0.0441,0.0488,1.5,0.8718,0.1324,9,0
70,81,6,3,9,68,68,69,3,5,2,5,5,3,68.3333,3.3333,4.3333,1.0244,1.0294,0.0429,0.0488,1.8,0.8642,0.1286,10,0
69,83,7,5,9,70,68,68,3,3,5,6,5,5,68.6667,3.6667,5.3333,1.0049,0.9857,0.0725,0.0534,1.9091,0.8313,0.1304,11,0
74,83,3,3,10,69,70,68,5,3,3,7,6,5,69.0,3.6667,6.0,1.0725,1.0725,0.0405,0.0531,0.8182,0.8916,0.1351,12,0
77,84,6,5,9,74,69,70,3,5,3,3,7,6,71.0,3.6667,5.3333,1.0845,1.0405,0.0649,0.0516,1.6364,0.9167,0.1169,1,0
75,89,8,3,9,77,74,69,5,3,5,6,3,7,73.3333,4.3333,5.3333,1.0227,0.974,0.04,0.0591,1.8462,0.8427,0.12,2,0
75,91,6,4,9,75,77,74,3,5,3,8,6,3,75.3333,3.6667,5.6667,0.9956,1.0,0.0533,0.0487,1.6364,0.8242,0.12,3,1
10,14,1,0,0,9,8,6,3,1,0,2,3,4,7.6667,1.3333,3.0,1.3043,1.1111,0.0,0.1739,0.75,0.7143,0.0,7,1
12,19,6,1,1,10,9,8,0,3,1,1,2,3,9.0,1.3333,2.0,1.3333,1.2,0.0833,0.1481,4.5,0.6316,0.0833,8,1
12,22,4,1,1,12,10,9,1,0,3,6,1,2,10.3333,1.3333,3.0,1.1613,1.0,0.0833,0.129,3.0,0.5455,0.0833,9,1
16,27,7,2,0,12,12,10,1,1,0,4,6,1,11.3333,0.6667,3.6667,1.4118,1.3333,0.125,0.0588,10.5,0.5926,0.0,10,1
19,33,7,1,0,16,12,12,2,1,1,7,4,6,13.3333,1.3333,5.6667,1.425,1.1875,0.0526,0.1,5.25,0.5758,0.0,11,1
24,37,5,1,0,19,16,12,1,2,1,7,7,4,15.6667,1.3333,6.0,1.5319,1.2632,0.0417,0.0851,3.75,0.6486,0.0,12,1
30,44,10,3,0,24,19,16,1,1,2,5,7,7,19.6667,1.3333,6.3333,1.5254,1.25,0.1,0.0678,7.5,0.6818,0.0,1,0
30,44,2,2,0,30,24,19,3,1,1,10,5,7,24.3333,1.6667,7.3333,1.2329,1.0,0.0667,0.0685,1.2,0.6818,0.0,2,1
38,48,8,4,2,30,30,24,2,3,1,2,10,5,28.0,2.0,5.6667,1.3571,1.2667,0.1053,0.0714,4.0,0.7917,0.0526,3,0
34,43,3,8,2,38,30,30,4,2,3,8,2,10,32.6667,3.0,6.6667,1.0408,0.8947,0.2353,0.0918,1.0,0.7907,0.0588,4,0
40,44,2,1,2,34,38,30,8,4,2,3,8,2,34.0,4.6667,4.3333,1.1765,1.1765,0.025,0.1373,0.4286,0.9091,0.05,5,0
37,45,6,5,2,40,34,38,1,8,4,2,3,8,37.3333,4.3333,4.3333,0.9911,0.925,0.1351,0.1161,1.3846,0.8222,0.0541,6,0
37,44,2,3,2,37,40,34,5,1,8,6,2,3,37.0,4.6667,3.6667,1.0,1.0,0.0811,0.1261,0.4286,0.8409,0.0541,7,0
38,43,3,4,2,37,37,40,3,5,1,2,6,2,38.0,3.0,3.3333,1.0,1.027,0.1053,0.0789,1.0,0.8837,0.0526,8,0
39,44,2,1,2,38,37,37,4,3,5,3,2,6,37.3333,4.0,3.6667,1.0446,1.0263,0.0256,0.1071,0.5,0.8864,0.0513,9,0
38,46,5,3,2,39,38,37,1,4,3,2,3,2,38.0,2.6667,2.3333,1.0,0.9744,0.0789,0.0702,1.875,0.8261,0.0526,10,1
40,58,13,1,3,38,39,38,3,1,4,5,2,3,38.3333,2.6667,3.3333,1.0435,1.0526,0.025,0.0696,4.875,0.6897,0.075,11,1
44,61,4,1,3,40,38,39,1,3,1,13,5,2,39.0,1.6667,6.6667,1.1282,1.1,0.0227,0.0427,2.4,0.7213,0.0682,12,1
52,64,5,2,3,44,40,38,1,1,3,4,13,5,40.6667,1.6667,7.3333,1.2787,1.1818,0.0385,0.041,3.0,0.8125,0.0577,1,0
55,67,5,2,6,52,44,40,2,1,1,5,4,13,45.3333,1.3333,7.3333,1.2132,1.0577,0.0364,0.0294,3.75,0.8209,0.1091,2,0
58,69,4,2,7,55,52,44,2,2,1,5,5,4,50.3333,1.6667,4.6667,1.1523,1.0545,0.0345,0.0331,2.4,0.8406,0.1207,3,0
62,68,2,3,7,58,55,52,2,2,2,4,5,5,55.0,2.0,4.6667,1.1273,1.069,0.0484,0.0364,1.0,0.9118,0.1129,4,0
65,73,6,1,6,62,58,55,3,2,2,2,4,5,58.3333,2.3333,3.6667,1.1143,1.0484,0.0154,0.04,2.5714,0.8904,0.0923,5,0
66,73,1,1,6,65,62,58,1,3,2,6,2,4,61.6667,2.0,4.0,1.0703,1.0154,0.0152,0.0324,0.5,0.9041,0.0909,6,0
70,76,4,1,6,66,65,62,1,1,3,1,6,2,64.3333,1.6667,3.0,1.0881,1.0606,0.0143,0.0259,2.4,0.9211,0.0857,7,0
67,79,8,5,6,70,66,65,1,1,1,4,1,6,67.0,1.0,3.6667,1.0,0.9571,0.0746,0.0149,8.0,0.8481,0.0896,8,0
65,79,4,4,6,67,70,66,5,1,1,8,4,1,67.6667,2.3333,4.3333,0.9606,0.9701,0.0615,0.0345,1.7143,0.8228,0.0923,9,0
74,86,9,2,8,65,67,70,4,5,1,4,8,4,67.3333,3.3333,5.3333,1.099,1.1385,0.027,0.0495,2.7,0.8605,0.1081,10,0
75,91,6,1,8,74,65,67,2,4,5,9,4,8,68.6667,3.6667,7.0,1.0922,1.0135,0.0133,0.0534,1.6364,0.8242,0.1067,11,0
78,91,6,6,9,75,74,65,1,2,4,6,9,4,71.3333,2.3333,6.3333,1.0935,1.04,0.0769,0.0327,2.5714,0.8571,0.1154,12,0
82,91,3,3,9,78,75,74,6,1,2,6,6,9,75.6667,3.0,7.0,1.0837,1.0513,0.0366,0.0396,1.0,0.9011,0.1098,1,0
83,93,7,5,9,82,78,75,3,6,1,3,6,6,78.3333,3.3333,5.0,1.0596,1.0122,0.0602,0.0426,2.1,0.8925,0.1084,2,0
85,99,7,1,9,83,82,78,5,3,6,7,3,6,81.0,4.6667,5.3333,1.0494,1.0241,0.0118,0.0576,1.5,0.8586,0.1059,3,0
12,17,3,0,0,8,2,0,0,0,0,1,5,6,3.3333,0.0,4.0,3.6,1.5,0.0,0.0,0.0,0.7059,0.0,5,0
12,18,3,2,1,12,8,2,0,0,0,3,1,5,7.3333,0.0,3.0,1.6364,1.0,0.1667,0.0,0.0,0.6667,0.0833,6,1
13,21,5,2,1,12,12,8,2,0,0,3,3,1,10.6667,0.6667,2.3333,1.2188,1.0833,0.1538,0.0625,7.5,0.619,0.0769,7,0
13,20,1,2,1,13,12,12,2,2,0,5,3,3,12.3333,1.3333,3.6667,1.0541,1.0,0.1538,0.1081,0.75,0.65,0.0769,8,1
16,20,2,2,2,13,13,12,2,2,2,1,5,3,12.6667,2.0,3.0,1.2632,1.2308,0.125,0.1579,1.0,0.8,0.125,9,1
15,23,6,3,3,16,13,13,2,2,2,2,1,5,14.0,2.0,2.6667,1.0714,0.9375,0.2,0.1429,3.0,0.6522,0.2,10,1
16,27,7,3,3,15,16,13,3,2,2,6,2,1,14.6667,2.3333,3.0,1.0909,1.0667,0.1875,0.1591,3.0,0.5926,0.1875,11,1
20,31,6,2,3,16,15,16,3,3,2,7,6,2,15.6667,2.6667,5.0,1.2766,1.25,0.1,0.1702,2.25,0.6452,0.15,12,1
25,36,5,0,4,20,16,15,2,3,3,6,7,6,17.0,2.6667,6.3333,1.4706,1.25,0.0,0.1569,1.875,0.6944,0.16,1,1
28,37,5,4,4,25,20,16,0,2,3,5,6,7,20.3333,1.6667,6.0,1.377,1.12,0.1429,0.082,3.0,0.7568,0.1429,2,1
29,39,6,4,3,28,25,20,4,0,2,5,5,6,24.3333,2.0,5.3333,1.1918,1.0357,0.1379,0.0822,3.0,0.7436,0.1034,3,1
31,48,11,2,3,29,28,25,4,4,0,6,5,5,27.3333,2.6667,5.3333,1.1341,1.069,0.0645,0.0976,4.125,0.6458,0.0968,4,1
36,53,6,1,3,31,29,28,2,4,4,11,6,5,29.3333,3.3333,7.3333,1.2273,1.1613,0.0278,0.1136,1.8,0.6792,0.0833,5,1
41,52,5,6,3,36,31,29,1,2,4,6,11,6,32.0,2.3333,7.6667,1.2812,1.1389,0.1463,0.0729,2.1429,0.7885,0.0732,6,0
46,53,2,1,4,41,36,31,6,1,2,5,6,11,36.0,3.0,7.3333,1.2778,1.122,0.0217,0.0833,0.6667,0.8679,0.087,7,0
46,54,5,4,4,46,41,36,1,6,1,2,5,6,41.0,2.6667,4.3333,1.122,1.0,0.087,0.065,1.875,0.8519,0.087,8,0
45,50,2,6,5,46,46,41,4,1,6,5,2,5,44.3333,3.6667,4.0,1.015,0.9783,0.1333,0.0827,0.5455,0.9,0.1111,9,0
48,55,5,0,5,45,46,46,6,4,1,2,5,2,45.6667,3.6667,3.0,1.0511,1.0667,0.0,0.0803,1.3636,0.8727,0.1042,10,0
45,53,3,5,5,48,45,46,0,6,4,5,2,5,46.3333,3.3333,4.0,0.9712,0.9375,0.1111,0.0719,0.9,0.8491,0.1111,11,0
46,60,10,3,4,45,48,45,5,0,6,3,5,2,46.0,3.6667,3.3333,1.0,1.0222,0.0652,0.0797,2.7273,0.7667,0.087,12,0
49,62,4,2,5,46,45,48,3,5,0,10,3,5,46.3333,2.6667,6.0,1.0576,1.0652,0.0408,0.0576,1.5,0.7903,0.102,1,0
50,61,4,5,5,49,46,45,2,3,5,4,10,3,46.6667,3.3333,5.6667,1.0714,1.0204,0.1,0.0714,1.2,0.8197,0.1,2,0
54,60,2,3,7,50,49,46,5,2,3,4,4,10,48.3333,3.3333,6.0,1.1172,1.08,0.0556,0.069,0.6,0.9,0.1296,3,0
52,59,4,5,7,54,50,49,3,5,2,2,4,4,51.0,3.3333,3.3333,1.0196,0.963,0.0962,0.0654,1.2,0.8814,0.1346,4,0
52,59,3,3,8,52,54,50,5,3,5,4,2,4,52.0,4.3333,3.3333,1.0,1.0,0.0577,0.0833,0.6923,0.8814,0.1538,5,0
55,63,5,1,8,52,52,54,3,5,3,3,4,2,52.6667,3.6667,3.0,1.0443,1.0577,0.0182,0.0696,1.3636,0.873,0.1455,6,0
56,64,2,1,8,55,52,52,1,3,5,5,3,4,53.0,3.0,4.0,1.0566,1.0182,0.0179,0.0566,0.6667,0.875,0.1429,7,1
59,68,6,2,8,56,55,52,1,1,3,2,5,3,54.3333,1.6667,3.3333,1.0859,1.0536,0.0339,0.0307,3.6,0.8676,0.1356,8,1
62,74,6,0,9,59,56,55,2,1,1,6,2,5,56.6667,1.3333,4.3333,1.0941,1.0508,0.0,0.0235,4.5,0.8378,0.1452,9,1
68,82,8,0,9,62,59,56,0,2,1,6,6,2,59.0,1.0,4.6667,1.1525,1.0968,0.0,0.0169,8.0,0.8293,0.1324,10,0
72,85,5,2,9,68,62,59,0,0,2,8,6,6,63.0,0.6667,6.6667,1.1429,1.0588,0.0278,0.0106,7.5,0.8471,0.125,11,0
77,85,5,5,9,72,68,62,2,0,0,5,8,6,67.3333,0.6667,6.3333,1.1436,1.0694,0.0649,0.0099,7.5,0.9059,0.1169,12,0
74,89,10,6,9,77,72,68,5,2,0,5,5,8,72.3333,2.3333,6.0,1.023,0.961,0.0811,0.0323,4.2857,0.8315,0.1216,1,0
74,92,6,3,11,74,77,72,6,5,2,10,5,5,74.3333,4.3333,6.6667,0.9955,1.0,0.0405,0.0583,1.3846,0.8043,0.1486,2,0
84,95,5,2,12,74,74,77,3,6,5,6,10,5,75.0,4.6667,7.0,1.12,1.1351,0.0238,0.0622,1.0714,0.8842,0.1429,3,0
10,18,5,0,0,9,8,7,2,2,1,2,2,3,8.0,1.6667,2.3333,1.25,1.1111,0.0,0.2083,3.0,0.5556,0.0,9,1
11,17,3,4,0,10,9,8,0,2,2,5,2,2,9.0,1.3333,3.0,1.2222,1.1,0.3636,0.1481,2.25,0.6471,0.0,10,1
12,20,5,2,0,11,10,9,4,0,2,3,5,2,10.0,2.0,3.3333,1.2,1.0909,0.1667,0.2,2.5,0.6,0.0,11,1
15,23,3,0,0,12,11,10,2,4,0,5,3,5,11.0,2.0,4.3333,1.3636,1.25,0.0,0.1818,1.5,0.6522,0.0,12,0
16,24,4,3,0,15,12,11,0,2,4,3,5,3,12.6667,2.0,3.6667,1.2632,1.0667,0.1875,0.1579,2.0,0.6667,0.0,1,1
17,24,3,3,1,16,15,12,3,0,2,4,3,5,14.3333,1.6667,4.0,1.186,1.0625,0.1765,0.1163,1.8,0.7083,0.0588,2,1
18,26,5,3,1,17,16,15,3,3,0,3,4,3,16.0,2.0,3.3333,1.125,1.0588,0.1667,0.125,2.5,0.6923,0.0556,3,1
20,28,3,1,1,18,17,16,3,3,3,5,3,4,17.0,3.0,4.0,1.1765,1.1111,0.05,0.1765,1.0,0.7143,0.05,4,1
23,31,5,2,1,20,18,17,1,3,3,3,5,3,18.3333,2.3333,3.6667,1.2545,1.15,0.087,0.1273,2.1429,0.7419,0.0435,5,0
26,36,5,0,1,23,20,18,2,1,3,5,3,5,20.3333,2.0,4.3333,1.2787,1.1304,0.0,0.0984,2.5,0.7222,0.0385,6,0
25,33,2,5,1,26,23,20,0,2,1,5,5,3,23.0,1.0,4.3333,1.087,0.9615,0.2,0.0435,2.0,0.7576,0.04,7,0
27,33,4,4,2,25,26,23,5,0,2,2,5,5,24.6667,2.3333,4.0,1.0946,1.08,0.1481,0.0946,1.7143,0.8182,0.0741,8,1
27,37,6,2,2,27,25,26,4,5,0,4,2,5,26.0,3.0,3.6667,1.0385,1.0,0.0741,0.1154,2.0,0.7297,0.0741,9,1
30,43,6,0,2,27,27,25,2,4,5,6,4,2,26.3333,3.6667,4.0,1.1392,1.1111,0.0,0.1392,1.6364,0.6977,0.0667,10,1
34,42,2,3,4,30,27,27,0,2,4,6,6,4,28.0,2.0,5.3333,1.2143,1.1333,0.0882,0.0714,1.0,0.8095,0.1176,11,0
36,41,3,4,6,34,30,27,3,0,2,2,6,6,30.3333,1.6667,4.6667,1.1868,1.0588,0.1111,0.0549,1.8,0.878,0.1667,12,0
38,44,4,1,6,36,34,30,4,3,0,3,2,6,33.3333,2.3333,3.6667,1.14,1.0556,0.0263,0.07,1.7143,0.8636,0.1579,1,0
37,45,4,3,5,38,36,34,1,4,3,4,3,2,36.0,2.6667,3.0,1.0278,0.9737,0.0811,0.0741,1.5,0.8222,0.1351,2,1
40,51,7,1,6,37,38,36,3,1,4,4,4,3,37.0,2.6667,3.6667,1.0811,1.0811,0.025,0.0721,2.625,0.7843,0.15,3,0
41,48,0,3,5,40,37,38,1,3,1,7,4,4,38.3333,1.6667,5.0,1.0696,1.025,0.0732,0.0435,0.0,0.8542,0.122,4,0
45,49,3,2,5,41,40,37,3,1,3,0,7,4,39.3333,2.3333,3.6667,1.1441,1.0976,0.0444,0.0593,1.2857,0.9184,0.1111,5,0
46,53,4,0,6,45,41,40,2,3,1,3,0,7,42.0,2.0,3.3333,1.0952,1.0222,0.0,0.0476,2.0,0.8679,0.1304,6,0
48,54,2,1,6,46,45,41,0,2,3,4,3,0,44.0,1.6667,2.3333,1.0909,1.0435,0.0208,0.0379,1.2,0.8889,0.125,7,0
49,57,6,3,6,48,46,45,1,0,2,2,4,3,46.3333,1.0,3.0,1.0576,1.0208,0.0612,0.0216,6.0,0.8596,0.1224,8,0
50,59,3,1,6,49,48,46,3,1,0,6,2,4,47.6667,1.3333,4.0,1.049,1.0204,0.02,0.028,2.25,0.8475,0.12,9,0
53,60,3,2,6,50,49,48,1,3,1,3,6,2,49.0,1.6667,3.6667,1.0816,1.06,0.0377,0.034,1.8,0.8833,0.1132,10,0
57,68,8,0,7,53,50,49,2,1,3,3,3,6,50.6667,2.0,4.0,1.125,1.0755,0.0,0.0395,4.0,0.8382,0.1228,11,0
58,68,3,3,8,57,53,50,0,2,1,8,3,3,53.3333,1.0,4.6667,1.0875,1.0175,0.0517,0.0187,3.0,0.8529,0.1379,12,0
60,72,8,4,7,58,57,53,3,0,2,3,8,3,56.0,1.6667,4.6667,1.0714,1.0345,0.0667,0.0298,4.8,0.8333,0.1167,1,0
63,78,7,1,8,60,58,57,4,3,0,8,3,8,58.3333,2.3333,6.3333,1.08,1.05,0.0159,0.04,3.0,0.8077,0.127,2,0
68,81,6,3,7,63,60,58,1,4,3,7,8,3,60.3333,2.6667,6.0,1.1271,1.0794,0.0441,0.0442,2.25,0.8395,0.1029,3,1
10,21,2,2,0,7,7,1,1,0,1,8,6,2,5.0,0.6667,5.3333,2.0,1.4286,0.2,0.1333,3.0,0.4762,0.0,6,1
15,18,1,4,2,10,7,7,2,1,0,2,8,6,8.0,1.0,5.3333,1.875,1.5,0.2667,0.125,1.0,0.8333,0.1333,7,0
13,20,6,4,2,15,10,7,4,2,1,1,2,8,10.6667,2.3333,3.6667,1.2188,0.8667,0.3077,0.2188,2.5714,0.65,0.1538,8,1
14,21,2,1,2,13,15,10,4,4,2,6,1,2,12.6667,3.3333,3.0,1.1053,1.0769,0.0714,0.2632,0.6,0.6667,0.1429,9,1
18,25,5,1,2,14,13,15,1,4,4,2,6,1,14.0,3.0,3.0,1.2857,1.2857,0.0556,0.2143,1.6667,0.72,0.1111,10,1
17,28,6,3,2,18,14,13,1,1,4,5,2,6,15.0,2.0,4.3333,1.1333,0.9444,0.1765,0.1333,3.0,0.6071,0.1176,11,1
21,31,5,2,3,17,18,14,3,1,1,6,5,2,16.3333,1.6667,4.3333,1.2857,1.2353,0.0952,0.102,3.0,0.6774,0.1429,12,1
23,38,8,1,2,21,17,18,2,3,1,5,6,5,18.6667,2.0,5.3333,1.2321,1.0952,0.0435,0.1071,4.0,0.6053,0.087,1,1
22,37,5,6,4,23,21,17,1,2,3,8,5,6,20.3333,2.0,6.3333,1.082,0.9565,0.2727,0.0984,2.5,0.5946,0.1818,2,1
30,37,2,2,6,22,23,21,6,1,2,5,8,5,22.0,3.0,6.0,1.3636,1.3636,0.0667,0.1364,0.6667,0.8108,0.2,3,0
35,41,4,0,6,30,22,23,2,6,1,2,5,8,25.0,3.0,5.0,1.4,1.1667,0.0,0.12,1.3333,0.8537,0.1714,4,0
34,41,3,3,5,35,30,22,0,2,6,4,2,5,29.0,2.6667,3.6667,1.1724,0.9714,0.0882,0.092,1.125,0.8293,0.1471,5,0
35,42,4,3,4,34,35,30,3,0,2,3,4,2,33.0,1.6667,3.0,1.0606,1.0294,0.0857,0.0505,2.4,0.8333,0.1143,6,0
35,45,6,3,4,35,34,35,3,3,0,4,3,4,34.6667,2.0,3.6667,1.0096,1.0,0.0857,0.0577,3.0,0.7778,0.1143,7,0
33,43,5,7,6,35,35,34,3,3,3,6,4,3,34.6667,3.0,4.3333,0.9519,0.9429,0.2121,0.0865,1.6667,0.7674,0.1818,8,0
36,44,3,2,6,33,35,35,7,3,3,5,6,4,34.3333,4.3333,5.0,1.0485,1.0909,0.0556,0.1262,0.6923,0.8182,0.1667,9,0
38,48,6,2,7,36,33,35,2,7,3,3,5,6,34.6667,4.0,4.6667,1.0962,1.0556,0.0526,0.1154,1.5,0.7917,0.1842,10,0
39,52,7,3,8,38,36,33,2,2,7,6,3,5,35.6667,3.6667,4.6667,1.0935,1.0263,0.0769,0.1028,1.9091,0.75,0.2051,11,1
39,52,5,5,8,39,38,36,3,2,2,7,6,3,37.6667,2.3333,5.3333,1.0354,1.0,0.1282,0.0619,2.1429,0.75,0.2051,12,1
45,53,2,1,9,39,39,38,5,3,2,5,7,6,38.6667,3.3333,6.0,1.1638,1.1538,0.0222,0.0862,0.6,0.8491,0.2,1,0
49,58,5,0,10,45,39,39,1,5,3,2,5,7,41.0,3.0,4.6667,1.1951,1.0889,0.0,0.0732,1.6667,0.8448,0.2041,2,0
51,58,2,2,11,49,45,39,0,1,5,5,2,5,44.3333,2.0,4.0,1.1504,1.0408,0.0392,0.0451,1.0,0.8793,0.2157,3,0
52,59,5,4,11,51,49,45,2,0,1,2,5,2,48.3333,1.0,3.0,1.0759,1.0196,0.0769,0.0207,5.0,0.8814,0.2115,4,0
51,61,7,5,11,52,51,49,4,2,0,5,2,5,50.6667,2.0,4.0,1.0066,0.9808,0.098,0.0395,3.5,0.8361,0.2157,5,0
53,62,3,2,11,51,52,51,5,4,2,7,5,2,51.3333,3.6667,4.6667,1.0325,1.0392,0.0377,0.0714,0.8182,0.8548,0.2075,6,0
54,62,4,4,11,53,51,52,2,5,4,3,7,5,52.0,3.6667,5.0,1.0385,1.0189,0.0741,0.0705,1.0909,0.871,0.2037,7,0
56,66,6,2,11,54,53,51,4,2,5,4,3,7,52.6667,3.6667,4.6667,1.0633,1.037,0.0357,0.0696,1.6364,0.8485,0.1964,8,0
59,68,3,1,12,56,54,53,2,4,2,6,4,3,54.3333,2.6667,4.3333,1.0859,1.0536,0.0169,0.0491,1.125,0.8676,0.2034,9,0
61,70,5,3,12,59,56,54,1,2,4,3,6,4,56.3333,2.3333,4.3333,1.0828,1.0339,0.0492,0.0414,2.1429,0.8714,0.1967,10,0
66,75,5,0,13,61,59,56,3,1,2,5,3,6,58.6667,2.0,4.6667,1.125,1.082,0.0,0.0341,2.5,0.88,0.197,11,0
70,80,6,1,13,66,61,59,0,3,1,5,5,3,62.0,1.3333,4.3333,1.129,1.0606,0.0143,0.0215,4.5,0.875,0.1857,12,0
70,90,12,2,12,70,66,61,1,0,3,6,5,5,65.6667,1.3333,5.3333,1.066,1.0,0.0286,0.0203,9.0,0.7778,0.1714,1,0
75,93,6,3,14,70,70,66,2,1,0,12,6,5,68.6667,1.0,7.6667,1.0922,1.0714,0.04,0.0146,6.0,0.8065,0.1867,2,0
82,96,5,2,14,75,70,70,3,2,1,6,12,6,71.6667,2.0,8.0,1.1442,1.0933,0.0244,0.0279,2.5,0.8542,0.1707,3,0
10,22,3,0,1,9,8,9,4,1,1,9,4,1,8.6667,2.0,4.6667,1.1538,1.1111,0.0,0.2308,1.5,0.4545,0.1,8,1
15,21,2,3,2,10,9,8,0,4,1,3,9,4,9.0,1.6667,5.3333,1.6667,1.5,0.2,0.1852,1.2,0.7143,0.1333,9,0
17,23,5,3,4,15,10,9,3,0,4,2,3,9,11.3333,2.3333,4.6667,1.5,1.1333,0.1765,0.2059,2.1429,0.7391,0.2353,10,0
17,29,7,1,4,17,15,10,3,3,0,5,2,3,14.0,2.0,3.3333,1.2143,1.0,0.0588,0.1429,3.5,0.5862,0.2353,11,1
18,29,4,4,3,17,17,15,1,3,3,7,5,2,16.3333,2.3333,4.6667,1.102,1.0588,0.2222,0.1429,1.7143,0.6207,0.1667,12,0
20,28,3,4,3,18,17,17,4,1,3,4,7,5,17.3333,2.6667,5.3333,1.1538,1.1111,0.2,0.1538,1.125,0.7143,0.15,1,1
