row_key,district_name,crime_head,month,district_id,crime_head_id,month_index,month_of_year,lag_1,lag_2,lag_3,lag_12,roll_3,roll_6,roll_12,district_lag_1,head_share,target
1-8-2024-03,Bengaluru City,Traffic / PAR,2024-03,1,8,24290,3,19,28,30,25,25.667,26.5,23.5,481,0.0395,24
1-8-2024-04,Bengaluru City,Traffic / PAR,2024-04,1,8,24291,4,24,19,28,18,23.667,26.833,23.417,481,0.0499,25
1-8-2024-05,Bengaluru City,Traffic / PAR,2024-05,1,8,24292,5,25,24,19,28,22.667,25.5,24.0,489,0.0511,20
1-8-2024-06,Bengaluru City,Traffic / PAR,2024-06,1,8,24293,6,20,25,24,21,23.0,24.333,23.333,536,0.0373,27
1-8-2024-07,Bengaluru City,Traffic / PAR,2024-07,1,8,24294,7,27,20,25,14,24.0,23.833,23.833,485,0.0557,24
1-8-2024-08,Bengaluru City,Traffic / PAR,2024-08,1,8,24295,8,24,27,20,17,23.667,23.167,24.667,439,0.0547,26
1-8-2024-09,Bengaluru City,Traffic / PAR,2024-09,1,8,24296,9,26,24,27,22,25.667,24.333,25.417,517,0.0503,21
1-8-2024-10,Bengaluru City,Traffic / PAR,2024-10,1,8,24297,10,21,26,24,33,23.667,23.833,25.333,491,0.0428,25
1-8-2024-11,Bengaluru City,Traffic / PAR,2024-11,1,8,24298,11,25,21,26,27,24.0,23.833,24.667,716,0.0349,26
1-8-2024-12,Bengaluru City,Traffic / PAR,2024-12,1,8,24299,12,26,25,21,30,24.0,24.833,24.583,685,0.038,20
1-8-2025-01,Bengaluru City,Traffic / PAR,2025-01,1,8,24300,1,20,26,25,28,23.667,23.667,23.75,517,0.0387,24
1-8-2025-02,Bengaluru City,Traffic / PAR,2025-02,1,8,24301,2,24,20,26,19,23.333,23.667,23.417,501,0.0479,19
1-8-2025-03,Bengaluru City,Traffic / PAR,2025-03,1,8,24302,3,19,24,20,24,21.0,22.5,23.417,474,0.0401,25
1-8-2025-04,Bengaluru City,Traffic / PAR,2025-04,1,8,24303,4,25,19,24,25,22.667,23.167,23.5,473,0.0529,24
1-8-2025-05,Bengaluru City,Traffic / PAR,2025-05,1,8,24304,5,24,25,19,20,22.667,23.0,23.417,481,0.0499,25
1-8-2025-06,Bengaluru City,Traffic / PAR,2025-06,1,8,24305,6,25,24,25,27,24.667,22.833,23.833,493,0.0507,29
1-8-2025-07,Bengaluru City,Traffic / PAR,2025-07,1,8,24306,7,29,25,24,24,26.0,24.333,24.0,487,0.0595,25
1-8-2025-08,Bengaluru City,Traffic / PAR,2025-08,1,8,24307,8,25,29,25,26,26.333,24.5,24.083,514,0.0486,24
1-8-2025-09,Bengaluru City,Traffic / PAR,2025-09,1,8,24308,9,24,25,29,21,26.0,25.333,23.917,484,0.0496,30
1-8-2025-10,Bengaluru City,Traffic / PAR,2025-10,1,8,24309,10,30,24,25,25,26.333,26.167,24.667,465,0.0645,17
1-8-2025-11,Bengaluru City,Traffic / PAR,2025-11,1,8,24310,11,17,30,24,26,23.667,25.0,24.0,660,0.0258,37
1-8-2025-12,Bengaluru City,Traffic / PAR,2025-12,1,8,24311,12,37,17,30,20,28.0,27.0,24.917,668,0.0554,21
1-8-2026-01,Bengaluru City,Traffic / PAR,2026-01,1,8,24312,1,21,37,17,24,25.0,25.667,25.0,529,0.0397,56
1-8-2026-02,Bengaluru City,Traffic / PAR,2026-02,1,8,24313,2,56,21,37,19,38.0,30.833,27.667,931,0.0602,44
1-8-2026-03,Bengaluru City,Traffic / PAR,2026-03,1,8,24314,3,44,56,21,25,40.333,34.167,29.75,849,0.0518,57
1-8-2026-04,Bengaluru City,Traffic / PAR,2026-04,1,8,24315,4,57,44,56,24,52.333,38.667,32.417,996,0.0572,57
1-8-2026-05,Bengaluru City,Traffic / PAR,2026-05,1,8,24316,5,57,57,44,25,52.667,45.333,35.167,947,0.0602,52
1-8-2026-06,Bengaluru City,Traffic / PAR,2026-06,1,8,24317,6,52,57,57,29,55.333,47.833,37.417,1026,0.0507,46
10-1-2024-02,Shivamogga,Crimes Against Body,2024-02,10,1,24289,2,3,3,3,5,3.0,4.333,3.75,28,0.1071,6
10-1-2024-03,Shivamogga,Crimes Against Body,2024-03,10,1,24290,3,6,3,3,2,4.0,4.5,3.833,26,0.2308,6
10-1-2024-04,Shivamogga,Crimes Against Body,2024-04,10,1,24291,4,6,6,3,0,5.0,4.667,4.167,24,0.25,2
10-1-2024-05,Shivamogga,Crimes Against Body,2024-05,10,1,24292,5,2,6,6,5,4.667,3.833,4.333,26,0.0769,2
10-1-2024-06,Shivamogga,Crimes Against Body,2024-06,10,1,24293,6,2,2,6,5,3.333,3.667,4.083,18,0.1111,2
10-1-2024-07,Shivamogga,Crimes Against Body,2024-07,10,1,24294,7,2,2,2,2,2.0,3.5,3.833,28,0.0714,2
10-1-2024-08,Shivamogga,Crimes Against Body,2024-08,10,1,24295,8,2,2,2,5,2.0,3.333,3.833,25,0.08,2
10-1-2024-09,Shivamogga,Crimes Against Body,2024-09,10,1,24296,9,2,2,2,5,2.0,2.667,3.583,21,0.0952,5
10-1-2024-10,Shivamogga,Crimes Against Body,2024-10,10,1,24297,10,5,2,2,7,3.0,2.5,3.583,22,0.2273,6
10-1-2024-11,Shivamogga,Crimes Against Body,2024-11,10,1,24298,11,6,5,2,3,4.333,3.167,3.5,35,0.1714,4
10-1-2024-12,Shivamogga,Crimes Against Body,2024-12,10,1,24299,12,4,6,5,3,5.0,3.5,3.583,32,0.125,4
10-1-2025-01,Shivamogga,Crimes Against Body,2025-01,10,1,24300,1,4,4,6,3,4.667,3.833,3.667,22,0.1818,1
10-1-2025-02,Shivamogga,Crimes Against Body,2025-02,10,1,24301,2,1,4,4,6,3.0,3.667,3.5,25,0.04,1
10-1-2025-03,Shivamogga,Crimes Against Body,2025-03,10,1,24302,3,1,1,4,6,2.0,3.5,3.083,17,0.0588,5
10-1-2025-04,Shivamogga,Crimes Against Body,2025-04,10,1,24303,4,5,1,1,2,2.333,3.5,3.0,34,0.1471,7
10-1-2025-05,Shivamogga,Crimes Against Body,2025-05,10,1,24304,5,7,5,1,2,4.333,3.667,3.417,35,0.2,5
10-1-2025-06,Shivamogga,Crimes Against Body,2025-06,10,1,24305,6,5,7,5,2,5.667,3.833,3.667,29,0.1724,5
10-1-2025-07,Shivamogga,Crimes Against Body,2025-07,10,1,24306,7,5,5,7,2,5.667,4.0,3.917,26,0.1923,1
10-1-2025-08,Shivamogga,Crimes Against Body,2025-08,10,1,24307,8,1,5,5,2,3.667,4.0,3.833,23,0.0435,1
10-1-2025-09,Shivamogga,Crimes Against Body,2025-09,10,1,24308,9,1,1,5,5,2.333,4.0,3.75,22,0.0455,2
10-1-2025-10,Shivamogga,Crimes Against Body,2025-10,10,1,24309,10,2,1,1,6,1.333,3.5,3.5,18,0.1111,5
10-1-2025-11,Shivamogga,Crimes Against Body,2025-11,10,1,24310,11,5,2,1,4,2.667,3.167,3.417,31,0.1613,5
10-1-2025-12,Shivamogga,Crimes Against Body,2025-12,10,1,24311,12,5,5,2,4,4.0,3.167,3.5,37,0.1351,2
10-1-2026-01,Shivamogga,Crimes Against Body,2026-01,10,1,24312,1,2,5,5,1,4.0,2.667,3.333,24,0.0833,4
10-1-2026-02,Shivamogga,Crimes Against Body,2026-02,10,1,24313,2,4,2,5,1,3.667,3.167,3.583,39,0.1026,4
10-1-2026-03,Shivamogga,Crimes Against Body,2026-03,10,1,24314,3,4,4,2,5,3.333,3.667,3.833,54,0.0741,9
10-1-2026-04,Shivamogga,Crimes Against Body,2026-04,10,1,24315,4,9,4,4,7,5.667,4.833,4.167,39,0.2308,4
10-1-2026-05,Shivamogga,Crimes Against Body,2026-05,10,1,24316,5,4,9,4,5,5.667,4.667,3.917,47,0.0851,3
10-1-2026-06,Shivamogga,Crimes Against Body,2026-06,10,1,24317,6,3,4,9,5,5.333,4.333,3.75,55,0.0545,6
10-2-2024-02,Shivamogga,Crimes Against Property,2024-02,10,2,24289,2,10,11,14,14,11.667,12.5,11.667,28,0.3571,12
10-2-2024-03,Shivamogga,Crimes Against Property,2024-03,10,2,24290,3,12,10,11,12,11.0,12.5,11.5,26,0.4615,10
10-2-2024-04,Shivamogga,Crimes Against Property,2024-04,10,2,24291,4,10,12,10,10,10.667,12.667,11.333,24,0.4167,12
10-2-2024-05,Shivamogga,Crimes Against Property,2024-05,10,2,24292,5,12,10,12,6,11.333,11.5,11.5,26,0.4615,8
10-2-2024-06,Shivamogga,Crimes Against Property,2024-06,10,2,24293,6,8,12,10,13,10.0,10.5,11.667,18,0.4444,13
10-2-2024-07,Shivamogga,Crimes Against Property,2024-07,10,2,24294,7,13,8,12,10,11.0,10.833,11.667,28,0.4643,7
10-2-2024-08,Shivamogga,Crimes Against Property,2024-08,10,2,24295,8,7,13,8,12,9.333,10.333,11.417,25,0.28,12
10-2-2024-09,Shivamogga,Crimes Against Property,2024-09,10,2,24296,9,12,7,13,9,10.667,10.333,11.417,21,0.5714,10
10-2-2024-10,Shivamogga,Crimes Against Property,2024-10,10,2,24297,10,10,12,7,19,9.667,10.333,11.5,22,0.4545,19
10-2-2024-11,Shivamogga,Crimes Against Property,2024-11,10,2,24298,11,19,10,12,14,13.667,11.5,11.5,35,0.5429,15
10-2-2024-12,Shivamogga,Crimes Against Property,2024-12,10,2,24299,12,15,19,10,11,14.667,12.667,11.583,32,0.4688,12
10-2-2025-01,Shivamogga,Crimes Against Property,2025-01,10,2,24300,1,12,15,19,10,15.333,12.5,11.667,22,0.5455,12
10-2-2025-02,Shivamogga,Crimes Against Property,2025-02,10,2,24301,2,12,12,15,12,13.0,13.333,11.833,25,0.48,8
10-2-2025-03,Shivamogga,Crimes Against Property,2025-03,10,2,24302,3,8,12,12,10,10.667,12.667,11.5,17,0.4706,14
10-2-2025-04,Shivamogga,Crimes Against Property,2025-04,10,2,24303,4,14,8,12,12,11.333,13.333,11.833,34,0.4118,17
10-2-2025-05,Shivamogga,Crimes Against Property,2025-05,10,2,24304,5,17,14,8,8,13.0,13.0,12.25,35,0.4857,14
10-2-2025-06,Shivamogga,Crimes Against Property,2025-06,10,2,24305,6,14,17,14,13,15.0,12.833,12.75,29,0.4828,10
10-2-2025-07,Shivamogga,Crimes Against Property,2025-07,10,2,24306,7,10,14,17,7,13.667,12.5,12.5,26,0.3846,10
10-2-2025-08,Shivamogga,Crimes Against Property,2025-08,10,2,24307,8,10,10,14,12,11.333,12.167,12.75,23,0.4348,8
10-2-2025-09,Shivamogga,Crimes Against Property,2025-09,10,2,24308,9,8,10,10,10,9.333,12.167,12.417,22,0.3636,4
10-2-2025-10,Shivamogga,Crimes Against Property,2025-10,10,2,24309,10,4,8,10,19,7.333,10.5,11.917,18,0.2222,16
10-2-2025-11,Shivamogga,Crimes Against Property,2025-11,10,2,24310,11,16,4,8,15,9.333,10.333,11.667,31,0.5161,19
10-2-2025-12,Shivamogga,Crimes Against Property,2025-12,10,2,24311,12,19,16,4,12,13.0,11.167,12.0,37,0.5135,8
10-2-2026-01,Shivamogga,Crimes Against Property,2026-01,10,2,24312,1,8,19,16,12,14.333,10.833,11.667,24,0.3333,18
10-2-2026-02,Shivamogga,Crimes Against Property,2026-02,10,2,24313,2,18,8,19,8,15.0,12.167,12.167,39,0.4615,19
10-2-2026-03,Shivamogga,Crimes Against Property,2026-03,10,2,24314,3,19,18,8,14,15.0,14.0,13.083,54,0.3519,14
10-2-2026-04,Shivamogga,Crimes Against Property,2026-04,10,2,24315,4,14,19,18,17,17.0,15.667,13.083,39,0.359,20
10-2-2026-05,Shivamogga,Crimes Against Property,2026-05,10,2,24316,5,20,14,19,14,17.667,16.333,13.333,47,0.4255,18
10-2-2026-06,Shivamogga,Crimes Against Property,2026-06,10,2,24317,6,18,20,14,10,17.333,16.167,13.667,55,0.3273,22
10-3-2024-03,Shivamogga,Crimes Against Women,2024-03,10,3,24290,3,0,3,3,1,2.0,2.0,2.5,26,0.0,1
10-3-2024-04,Shivamogga,Crimes Against Women,2024-04,10,3,24291,4,1,0,3,5,1.333,1.833,2.5,24,0.0417,4
10-3-2024-05,Shivamogga,Crimes Against Women,2024-05,10,3,24292,5,4,1,0,5,1.667,2.333,2.417,26,0.1538,2
10-3-2024-06,Shivamogga,Crimes Against Women,2024-06,10,3,24293,6,2,4,1,3,2.333,2.167,2.167,18,0.1111,4
10-3-2024-07,Shivamogga,Crimes Against Women,2024-07,10,3,24294,7,4,2,4,1,3.333,2.333,2.25,28,0.1429,3
10-3-2024-08,Shivamogga,Crimes Against Women,2024-08,10,3,24295,8,3,4,2,3,3.0,2.333,2.417,25,0.12,0
10-3-2024-09,Shivamogga,Crimes Against Women,2024-09,10,3,24296,9,0,3,4,2,2.333,2.333,2.167,21,0.0,2
10-3-2024-10,Shivamogga,Crimes Against Women,2024-10,10,3,24297,10,2,0,3,1,1.667,2.5,2.167,22,0.0909,2
10-3-2024-11,Shivamogga,Crimes Against Women,2024-11,10,3,24298,11,2,2,0,3,1.333,2.167,2.25,35,0.0571,4
10-3-2024-12,Shivamogga,Crimes Against Women,2024-12,10,3,24299,12,4,2,2,3,2.667,2.5,2.333,32,0.125,0
10-3-2025-01,Shivamogga,Crimes Against Women,2025-01,10,3,24300,1,0,4,2,3,2.0,1.833,2.083,22,0.0,0
10-3-2025-02,Shivamogga,Crimes Against Women,2025-02,10,3,24301,2,0,0,4,0,1.333,1.333,1.833,25,0.0,0
10-3-2025-03,Shivamogga,Crimes Against Women,2025-03,10,3,24302,3,0,0,0,1,0.0,1.333,1.833,17,0.0,4
10-3-2025-04,Shivamogga,Crimes Against Women,2025-04,10,3,24303,4,4,0,0,4,1.333,1.667,2.083,34,0.1176,2
10-3-2025-05,Shivamogga,Crimes Against Women,2025-05,10,3,24304,5,2,4,0,2,2.0,1.667,1.917,35,0.0571,2
10-3-2025-06,Shivamogga,Crimes Against Women,2025-06,10,3,24305,6,2,2,4,4,2.667,1.333,1.917,29,0.069,1
10-3-2025-07,Shivamogga,Crimes Against Women,2025-07,10,3,24306,7,1,2,2,3,1.667,1.5,1.667,26,0.0385,1
10-3-2025-08,Shivamogga,Crimes Against Women,2025-08,10,3,24307,8,1,1,2,0,1.333,1.667,1.5,23,0.0435,2
10-3-2025-09,Shivamogga,Crimes Against Women,2025-09,10,3,24308,9,2,1,1,2,1.333,2.0,1.667,22,0.0909,1
10-3-2025-10,Shivamogga,Crimes Against Women,2025-10,10,3,24309,10,1,2,1,2,1.333,1.5,1.583,18,0.0556,2
10-3-2025-11,Shivamogga,Crimes Against Women,2025-11,10,3,24310,11,2,1,2,4,1.667,1.5,1.583,31,0.0645,0
10-3-2025-12,Shivamogga,Crimes Against Women,2025-12,10,3,24311,12,0,2,1,0,1.0,1.167,1.25,37,0.0,2
10-3-2026-01,Shivamogga,Crimes Against Women,2026-01,10,3,24312,1,2,0,2,0,1.333,1.333,1.417,24,0.0833,3
10-3-2026-02,Shivamogga,Crimes Against Women,2026-02,10,3,24313,2,3,2,0,0,1.667,1.667,1.667,39,0.0769,3
10-3-2026-03,Shivamogga,Crimes Against Women,2026-03,10,3,24314,3,3,3,2,4,2.667,1.833,1.917,54,0.0556,2
10-3-2026-04,Shivamogga,Crimes Against Women,2026-04,10,3,24315,4,2,3,3,2,2.667,2.0,1.75,39,0.0513,3
10-3-2026-05,Shivamogga,Crimes Against Women,2026-05,10,3,24316,5,3,2,3,2,2.667,2.167,1.833,47,0.0638,3
10-3-2026-06,Shivamogga,Crimes Against Women,2026-06,10,3,24317,6,3,3,2,1,2.667,2.667,1.917,55,0.0545,4
10-4-2024-02,Shivamogga,Cyber Crime,2024-02,10,4,24289,2,5,6,4,5,5.0,3.167,4.25,28,0.1786,4
10-4-2024-03,Shivamogga,Cyber Crime,2024-03,10,4,24290,3,4,5,6,7,5.0,3.833,4.167,26,0.1538,3
10-4-2024-04,Shivamogga,Cyber Crime,2024-04,10,4,24291,4,3,4,5,5,4.0,4.167,3.833,24,0.125,4
10-4-2024-05,Shivamogga,Cyber Crime,2024-05,10,4,24292,5,4,3,4,3,3.667,4.333,3.75,26,0.1538,4
10-4-2024-06,Shivamogga,Cyber Crime,2024-06,10,4,24293,6,4,4,3,7,3.667,4.333,3.833,18,0.2222,3
10-4-2024-07,Shivamogga,Cyber Crime,2024-07,10,4,24294,7,3,4,4,5,3.667,3.833,3.5,28,0.1071,6
10-4-2024-08,Shivamogga,Cyber Crime,2024-08,10,4,24295,8,6,3,4,0,4.333,4.0,3.583,25,0.24,4
10-4-2024-09,Shivamogga,Cyber Crime,2024-09,10,4,24296,9,4,6,3,1,4.333,4.0,3.917,21,0.1905,4
10-4-2024-10,Shivamogga,Cyber Crime,2024-10,10,4,24297,10,4,4,6,3,4.667,4.167,4.167,22,0.1818,1
10-4-2024-11,Shivamogga,Cyber Crime,2024-11,10,4,24298,11,1,4,4,4,3.0,3.667,4.0,35,0.0286,5
10-4-2024-12,Shivamogga,Cyber Crime,2024-12,10,4,24299,12,5,1,4,6,3.333,3.833,4.083,32,0.1562,5
10-4-2025-01,Shivamogga,Cyber Crime,2025-01,10,4,24300,1,5,5,1,5,3.667,4.167,4.0,22,0.2273,6
10-4-2025-02,Shivamogga,Cyber Crime,2025-02,10,4,24301,2,6,5,5,4,5.333,4.167,4.083,25,0.24,4
10-4-2025-03,Shivamogga,Cyber Crime,2025-03,10,4,24302,3,4,6,5,3,5.0,4.167,4.083,17,0.2353,4
10-4-2025-04,Shivamogga,Cyber Crime,2025-04,10,4,24303,4,4,4,6,4,4.667,4.167,4.167,34,0.1176,5
10-4-2025-05,Shivamogga,Cyber Crime,2025-05,10,4,24304,5,5,4,4,4,4.333,4.833,4.25,35,0.1429,2
10-4-2025-06,Shivamogga,Cyber Crime,2025-06,10,4,24305,6,2,5,4,3,3.667,4.333,4.083,29,0.069,3
10-4-2025-07,Shivamogga,Cyber Crime,2025-07,10,4,24306,7,3,2,5,6,3.333,4.0,4.083,26,0.1154,3
10-4-2025-08,Shivamogga,Cyber Crime,2025-08,10,4,24307,8,3,3,2,4,2.667,3.5,3.833,23,0.1304,6
10-4-2025-09,Shivamogga,Cyber Crime,2025-09,10,4,24308,9,6,3,3,4,4.0,3.833,4.0,22,0.2727,4
10-4-2025-10,Shivamogga,Cyber Crime,2025-10,10,4,24309,10,4,6,3,1,4.333,3.833,4.0,18,0.2222,3
10-4-2025-11,Shivamogga,Cyber Crime,2025-11,10,4,24310,11,3,4,6,5,4.333,3.5,4.167,31,0.0968,5
10-4-2025-12,Shivamogga,Cyber Crime,2025-12,10,4,24311,12,5,3,4,5,4.0,4.0,4.167,37,0.1351,5
10-4-2026-01,Shivamogga,Cyber Crime,2026-01,10,4,24312,1,5,5,3,6,4.333,4.333,4.167,24,0.2083,5
10-4-2026-02,Shivamogga,Cyber Crime,2026-02,10,4,24313,2,5,5,5,4,5.0,4.667,4.083,39,0.1282,8
10-4-2026-03,Shivamogga,Cyber Crime,2026-03,10,4,24314,3,8,5,5,4,6.0,5.0,4.417,54,0.1481,8
10-4-2026-04,Shivamogga,Cyber Crime,2026-04,10,4,24315,4,8,8,5,5,7.0,5.667,4.75,39,0.2051,10
10-4-2026-05,Shivamogga,Cyber Crime,2026-05,10,4,24316,5,10,8,8,2,8.667,6.833,5.167,47,0.2128,9
10-4-2026-06,Shivamogga,Cyber Crime,2026-06,10,4,24317,6,9,10,8,3,9.0,7.5,5.75,55,0.1636,10
10-5-2024-02,Shivamogga,Economic Offences,2024-02,10,5,24289,2,4,1,1,2,2.0,1.833,1.417,28,0.1429,2
10-5-2024-03,Shivamogga,Economic Offences,2024-03,10,5,24290,3,2,4,1,1,2.333,1.833,1.417,26,0.0769,2
10-5-2024-04,Shivamogga,Economic Offences,2024-04,10,5,24291,4,2,2,4,2,2.667,2.167,1.5,24,0.0833,1
10-5-2024-05,Shivamogga,Economic Offences,2024-05,10,5,24292,5,1,2,2,1,1.667,1.833,1.417,26,0.0385,1
10-5-2024-06,Shivamogga,Economic Offences,2024-06,10,5,24293,6,1,1,2,0,1.333,1.833,1.417,18,0.0556,2
10-5-2024-07,Shivamogga,Economic Offences,2024-07,10,5,24294,7,2,1,1,0,1.333,2.0,1.583,28,0.0714,3
10-5-2024-08,Shivamogga,Economic Offences,2024-08,10,5,24295,8,3,2,1,2,2.0,1.833,1.833,25,0.12,2
10-5-2024-09,Shivamogga,Economic Offences,2024-09,10,5,24296,9,2,3,2,0,2.333,1.833,1.833,21,0.0952,0
10-5-2024-10,Shivamogga,Economic Offences,2024-10,10,5,24297,10,0,2,3,3,1.667,1.5,1.833,22,0.0,2
10-5-2024-11,Shivamogga,Economic Offences,2024-11,10,5,24298,11,2,0,2,1,1.333,1.667,1.75,35,0.0571,1
10-5-2024-12,Shivamogga,Economic Offences,2024-12,10,5,24299,12,1,2,0,1,1.0,1.667,1.75,32,0.0312,0
10-5-2025-01,Shivamogga,Economic Offences,2025-01,10,5,24300,1,0,1,2,4,1.0,1.333,1.667,22,0.0,3
10-5-2025-02,Shivamogga,Economic Offences,2025-02,10,5,24301,2,3,0,1,2,1.333,1.333,1.583,25,0.12,0
10-5-2025-03,Shivamogga,Economic Offences,2025-03,10,5,24302,3,0,3,0,2,1.0,1.0,1.417,17,0.0,4
10-5-2025-04,Shivamogga,Economic Offences,2025-04,10,5,24303,4,4,0,3,1,2.333,1.667,1.583,34,0.1176,3
10-5-2025-05,Shivamogga,Economic Offences,2025-05,10,5,24304,5,3,4,0,1,2.333,1.833,1.75,35,0.0857,2
10-5-2025-06,Shivamogga,Economic Offences,2025-06,10,5,24305,6,2,3,4,2,3.0,2.0,1.833,29,0.069,1
10-5-2025-07,Shivamogga,Economic Offences,2025-07,10,5,24306,7,1,2,3,3,2.0,2.167,1.75,26,0.0385,4
10-5-2025-08,Shivamogga,Economic Offences,2025-08,10,5,24307,8,4,1,2,2,2.333,2.333,1.833,23,0.1739,2
10-5-2025-09,Shivamogga,Economic Offences,2025-09,10,5,24308,9,2,4,1,0,2.333,2.667,1.833,22,0.0909,2
10-5-2025-10,Shivamogga,Economic Offences,2025-10,10,5,24309,10,2,2,4,2,2.667,2.333,2.0,18,0.1111,1
10-5-2025-11,Shivamogga,Economic Offences,2025-11,10,5,24310,11,1,2,2,1,1.667,2.0,1.917,31,0.0323,4
10-5-2025-12,Shivamogga,Economic Offences,2025-12,10,5,24311,12,4,1,2,0,2.333,2.333,2.167,37,0.1081,3
10-5-2026-01,Shivamogga,Economic Offences,2026-01,10,5,24312,1,3,4,1,3,2.667,2.667,2.417,24,0.125,1
10-5-2026-02,Shivamogga,Economic Offences,2026-02,10,5,24313,2,1,3,4,0,2.667,2.167,2.25,39,0.0256,7
10-5-2026-03,Shivamogga,Economic Offences,2026-03,10,5,24314,3,7,1,3,4,3.667,3.0,2.833,54,0.1296,2
10-5-2026-04,Shivamogga,Economic Offences,2026-04,10,5,24315,4,2,7,1,3,3.333,3.0,2.667,39,0.0513,4
10-5-2026-05,Shivamogga,Economic Offences,2026-05,10,5,24316,5,4,2,7,2,4.333,3.5,2.75,47,0.0851,9
10-5-2026-06,Shivamogga,Economic Offences,2026-06,10,5,24317,6,9,4,2,1,5.0,4.333,3.333,55,0.1636,5
10-6-2024-02,Shivamogga,NDPS,2024-02,10,6,24289,2,2,2,1,0,1.667,1.0,0.75,28,0.0714,0
10-6-2024-03,Shivamogga,NDPS,2024-03,10,6,24290,3,0,2,2,0,1.333,1.0,0.75,26,0.0,0
10-6-2024-04,Shivamogga,NDPS,2024-04,10,6,24291,4,0,0,2,0,0.667,1.0,0.75,24,0.0,2
10-6-2024-05,Shivamogga,NDPS,2024-05,10,6,24292,5,2,0,0,2,0.667,1.167,0.917,26,0.0769,0
10-6-2024-06,Shivamogga,NDPS,2024-06,10,6,24293,6,0,2,0,1,0.667,1.0,0.75,18,0.0,0
10-6-2024-07,Shivamogga,NDPS,2024-07,10,6,24294,7,0,0,2,0,0.667,0.667,0.667,28,0.0,2
10-6-2024-08,Shivamogga,NDPS,2024-08,10,6,24295,8,2,0,0,0,0.667,0.667,0.833,25,0.08,0
10-6-2024-09,Shivamogga,NDPS,2024-09,10,6,24296,9,0,2,0,0,0.667,0.667,0.833,21,0.0,0
10-6-2024-10,Shivamogga,NDPS,2024-10,10,6,24297,10,0,0,2,1,0.667,0.667,0.833,22,0.0,1
10-6-2024-11,Shivamogga,NDPS,2024-11,10,6,24298,11,1,0,0,1,0.333,0.5,0.833,35,0.0286,1
10-6-2024-12,Shivamogga,NDPS,2024-12,10,6,24299,12,1,1,0,2,0.667,0.667,0.833,32,0.0312,0
10-6-2025-01,Shivamogga,NDPS,2025-01,10,6,24300,1,0,1,1,2,0.667,0.667,0.667,22,0.0,0
10-6-2025-02,Shivamogga,NDPS,2025-02,10,6,24301,2,0,0,1,0,0.333,0.333,0.5,25,0.0,0
10-6-2025-03,Shivamogga,NDPS,2025-03,10,6,24302,3,0,0,0,0,0.0,0.333,0.5,17,0.0,0
10-6-2025-04,Shivamogga,NDPS,2025-04,10,6,24303,4,0,0,0,2,0.0,0.333,0.5,34,0.0,0
10-6-2025-05,Shivamogga,NDPS,2025-05,10,6,24304,5,0,0,0,0,0.0,0.167,0.333,35,0.0,1
10-6-2025-06,Shivamogga,NDPS,2025-06,10,6,24305,6,1,0,0,0,0.333,0.167,0.417,29,0.0345,1
10-6-2025-07,Shivamogga,NDPS,2025-07,10,6,24306,7,1,1,0,2,0.667,0.333,0.5,26,0.0385,0
10-6-2025-08,Shivamogga,NDPS,2025-08,10,6,24307,8,0,1,1,0,0.667,0.333,0.333,23,0.0,0
10-6-2025-09,Shivamogga,NDPS,2025-09,10,6,24308,9,0,0,1,0,0.333,0.333,0.333,22,0.0,2
10-6-2025-10,Shivamogga,NDPS,2025-10,10,6,24309,10,2,0,0,1,0.667,0.667,0.5,18,0.1111,0
10-6-2025-11,Shivamogga,NDPS,2025-11,10,6,24310,11,0,2,0,1,0.667,0.667,0.417,31,0.0,0
10-6-2025-12,Shivamogga,NDPS,2025-12,10,6,24311,12,0,0,2,0,0.667,0.5,0.333,37,0.0,1
10-6-2026-01,Shivamogga,NDPS,2026-01,10,6,24312,1,1,0,0,0,0.333,0.5,0.417,24,0.0417,2
10-6-2026-02,Shivamogga,NDPS,2026-02,10,6,24313,2,2,1,0,0,1.0,0.833,0.583,39,0.0513,3
10-6-2026-03,Shivamogga,NDPS,2026-03,10,6,24314,3,3,2,1,0,2.0,1.333,0.833,54,0.0556,1
10-6-2026-04,Shivamogga,NDPS,2026-04,10,6,24315,4,1,3,2,0,2.0,1.167,0.917,39,0.0256,3
10-6-2026-05,Shivamogga,NDPS,2026-05,10,6,24316,5,3,1,3,1,2.333,1.667,1.167,47,0.0638,3
10-6-2026-06,Shivamogga,NDPS,2026-06,10,6,24317,6,3,3,1,1,2.333,2.167,1.333,55,0.0545,1
10-7-2024-02,Shivamogga,Missing / UDR,2024-02,10,7,24289,2,1,0,1,1,0.667,1.667,1.167,28,0.0357,1
10-7-2024-03,Shivamogga,Missing / UDR,2024-03,10,7,24290,3,1,1,0,0,0.667,1.333,1.167,26,0.0385,0
10-7-2024-04,Shivamogga,Missing / UDR,2024-04,10,7,24291,4,0,1,1,2,0.667,0.833,1.167,24,0.0,0
10-7-2024-05,Shivamogga,Missing / UDR,2024-05,10,7,24292,5,0,0,1,0,0.333,0.5,1.0,26,0.0,0
10-7-2024-06,Shivamogga,Missing / UDR,2024-06,10,7,24293,6,0,0,0,1,0.0,0.333,1.0,18,0.0,4
10-7-2024-07,Shivamogga,Missing / UDR,2024-07,10,7,24294,7,4,0,0,0,1.333,1.0,1.25,28,0.1429,1
10-7-2024-08,Shivamogga,Missing / UDR,2024-08,10,7,24295,8,1,4,0,3,1.667,1.0,1.333,25,0.04,1
