prior_cases,days_since_last,span_days,rate_per_yr,n_districts,n_heads,heinous,target_women_365
1,240,240,1.0,1,1,0,0
1,270,270,1.0,1,1,0,0
1,300,300,1.0,1,1,0,0
1,330,330,1.0,1,1,0,0
1,360,360,1.0,1,1,0,0
1,390,390,0.9365,1,1,0,0
1,420,420,0.8696,1,1,0,0
2,11,450,1.6233,2,2,0,0
1,62,62,1.0,1,1,0,0
1,92,92,1.0,1,1,0,0
1,122,122,1.0,1,1,0,0
1,152,152,1.0,1,1,0,1
1,182,182,1.0,1,1,0,1
1,212,212,1.0,1,1,0,1
1,242,242,1.0,1,1,0,1
1,272,272,1.0,1,1,0,1
1,302,302,1.0,1,1,0,1
1,332,332,1.0,1,1,0,1
1,362,362,1.0,1,1,0,1
1,392,392,0.9318,1,1,0,1
1,422,422,0.8655,1,1,0,1
1,452,452,0.8081,1,1,0,1
1,482,482,0.7578,1,1,0,1
2,19,512,1.4268,2,2,1,0
3,11,542,2.0217,3,3,1,0
3,41,572,1.9156,3,3,1,0
3,71,602,1.8202,3,3,1,0
1,20,20,1.0,1,1,1,0
1,50,50,1.0,1,1,1,0
1,80,80,1.0,1,1,1,0
1,110,110,1.0,1,1,1,0
1,140,140,1.0,1,1,1,0
1,170,170,1.0,1,1,1,0
2,8,200,2.0,2,1,1,0
2,38,230,2.0,2,1,1,0
2,68,260,2.0,2,1,1,0
2,98,290,2.0,2,1,1,0
2,128,320,2.0,2,1,1,0
1,0,0,1.0,1,1,0,0
1,30,30,1.0,1,1,0,0
1,60,60,1.0,1,1,0,0
1,90,90,1.0,1,1,0,0
1,120,120,1.0,1,1,0,0
1,150,150,1.0,1,1,0,0
1,176,176,1.0,1,1,0,0
1,206,206,1.0,1,1,0,0
1,236,236,1.0,1,1,0,0
1,266,266,1.0,1,1,0,0
1,296,296,1.0,1,1,0,0
1,326,326,1.0,1,1,0,0
1,356,356,1.0,1,1,0,0
1,386,386,0.9462,1,1,0,0
1,416,416,0.878,1,1,0,0
1,446,446,0.8189,1,1,0,0
1,476,476,0.7673,1,1,0,0
1,506,506,0.7218,1,1,0,0
1,536,536,0.6814,1,1,0,0
1,566,566,0.6453,1,1,0,0
1,596,596,0.6128,1,1,0,0
2,25,626,1.1669,2,2,0,0
2,55,656,1.1136,2,2,0,0
2,85,686,1.0649,2,2,0,0
2,115,716,1.0203,2,2,0,0
4,132,246,4.0,4,4,1,0
4,162,276,4.0,4,4,1,0
4,192,306,4.0,4,4,1,0
5,12,336,5.0,4,4,1,0
5,42,366,4.9898,4,4,1,0
5,72,396,4.6117,4,4,1,0
5,102,426,4.287,4,4,1,0
6,23,456,4.8059,4,4,1,0
6,53,486,4.5093,4,4,1,0
6,83,516,4.2471,4,4,1,0
8,9,546,5.3516,4,4,1,0
9,13,576,5.707,4,4,1,0
9,43,606,5.4245,4,4,1,0
9,73,636,5.1686,4,4,1,0
9,103,666,4.9358,4,4,1,0
9,133,696,4.7231,4,4,1,0
9,163,726,4.5279,4,4,1,0
9,193,756,4.3482,4,4,1,0
10,21,786,4.6469,5,5,1,0
2,5,87,2.0,2,2,1,0
2,35,117,2.0,2,2,1,0
2,65,147,2.0,2,2,1,0
2,95,177,2.0,2,2,1,0
2,125,207,2.0,2,2,1,0
2,155,237,2.0,2,2,1,0
2,185,267,2.0,2,2,1,0
2,215,297,2.0,2,2,1,0
2,245,327,2.0,2,2,1,0
2,275,357,2.0,2,2,1,0
2,305,387,1.8876,2,2,1,0
2,335,417,1.7518,2,2,1,0
2,365,447,1.6342,2,2,1,0
2,395,477,1.5314,2,2,1,0
2,425,507,1.4408,2,2,1,0
2,455,537,1.3603,2,2,1,0
2,485,567,1.2884,2,2,1,0
2,515,597,1.2236,2,2,1,0
2,545,627,1.1651,2,2,1,0
1,51,51,1.0,1,1,0,0
1,81,81,1.0,1,1,0,0
1,111,111,1.0,1,1,0,0
1,141,141,1.0,1,1,0,0
1,171,171,1.0,1,1,0,0
1,201,201,1.0,1,1,0,0
1,231,231,1.0,1,1,0,0
1,261,261,1.0,1,1,0,0
1,291,291,1.0,1,1,0,0
1,321,321,1.0,1,1,0,0
1,351,351,1.0,1,1,0,0
1,381,381,0.9587,1,1,0,0
1,411,411,0.8887,1,1,0,0
1,441,441,0.8282,1,1,0,0
1,471,471,0.7755,1,1,0,0
1,501,501,0.729,1,1,0,0
1,531,531,0.6879,1,1,0,0
2,22,561,1.3021,2,1,0,0
2,52,591,1.236,2,1,0,0
1,52,52,1.0,1,1,0,0
1,82,82,1.0,1,1,0,0
1,112,112,1.0,1,1,0,0
1,142,142,1.0,1,1,0,0
2,20,172,2.0,1,2,0,0
2,50,202,2.0,1,2,0,0
2,80,232,2.0,1,2,0,0
2,110,262,2.0,1,2,0,0
2,140,292,2.0,1,2,0,0
2,170,322,2.0,1,2,0,0
2,200,352,2.0,1,2,0,0
2,230,382,1.9123,1,2,0,0
2,260,412,1.7731,1,2,0,0
2,290,442,1.6527,1,2,0,0
2,320,472,1.5477,1,2,0,0
2,350,502,1.4552,1,2,0,0
2,380,532,1.3731,1,2,0,0
3,1,562,1.9497,1,2,0,0
3,31,592,1.8509,1,2,0,0
1,80,80,1.0,1,1,1,0
1,110,110,1.0,1,1,1,0
1,140,140,1.0,1,1,1,0
2,22,170,2.0,1,2,1,0
2,52,200,2.0,1,2,1,0
2,82,230,2.0,1,2,1,0
3,14,260,3.0,2,2,1,0
3,44,290,3.0,2,2,1,0
3,74,320,3.0,2,2,1,0
3,104,350,3.0,2,2,1,0
3,134,380,2.8836,2,2,1,0
3,164,410,2.6726,2,2,1,0
3,194,440,2.4903,2,2,1,0
3,224,470,2.3314,2,2,1,0
4,16,500,2.922,3,3,1,1
4,46,530,2.7566,3,3,1,1
4,76,560,2.6089,3,3,1,1
4,106,590,2.4763,3,3,1,1
4,136,620,2.3565,3,3,1,1
1,230,230,1.0,1,1,0,1
2,28,260,2.0,2,2,0,0
2,58,290,2.0,2,2,0,0
2,88,320,2.0,2,2,0,0
2,118,350,2.0,2,2,0,0
2,148,380,1.9224,2,2,0,0
2,178,410,1.7817,2,2,0,0
2,208,440,1.6602,2,2,0,0
2,238,470,1.5543,2,2,0,0
2,268,500,1.461,2,2,0,0
2,298,530,1.3783,2,2,0,0
2,328,560,1.3045,2,2,0,0
2,358,590,1.2381,2,2,0,0
2,388,620,1.1782,2,2,0,0
2,418,650,1.1238,2,2,0,0
2,448,680,1.0743,2,2,0,0
3,12,710,1.5433,3,3,0,0
3,42,740,1.4807,3,3,0,0
3,72,770,1.4231,3,3,0,0
1,207,207,1.0,1,1,0,0
1,237,237,1.0,1,1,0,0
1,267,267,1.0,1,1,0,0
1,297,297,1.0,1,1,0,0
1,327,327,1.0,1,1,0,0
1,357,357,1.0,1,1,0,0
1,387,387,0.9438,1,1,0,0
1,417,417,0.8759,1,1,0,0
1,447,447,0.8171,1,1,0,0
1,477,477,0.7657,1,1,0,0
1,507,507,0.7204,1,1,0,0
1,537,537,0.6802,1,1,0,0
1,567,567,0.6442,1,1,0,0
1,597,597,0.6118,1,1,0,0
1,627,627,0.5825,1,1,0,0
1,657,657,0.5559,1,1,0,0
1,687,687,0.5317,1,1,0,0
1,717,717,0.5094,1,1,0,0
1,747,747,0.489,1,1,0,0
2,15,355,2.0,2,2,0,0
2,45,385,1.8974,2,2,0,0
2,75,415,1.7602,2,2,0,0
2,105,445,1.6416,2,2,0,0
2,135,475,1.5379,2,2,0,0
2,165,505,1.4465,2,2,0,0
2,195,535,1.3654,2,2,0,0
2,225,565,1.2929,2,2,0,0
2,255,595,1.2277,2,2,0,0
2,285,625,1.1688,2,2,0,0
2,315,655,1.1153,2,2,0,0
2,345,685,1.0664,2,2,0,0
2,375,715,1.0217,2,2,0,0
2,405,745,0.9805,2,2,0,0
2,435,775,0.9426,2,2,0,0
2,465,805,0.9075,2,2,0,0
2,495,835,0.8749,2,2,0,0
2,525,865,0.8445,2,2,0,0
2,555,895,0.8162,2,2,0,0
1,9,9,1.0,1,1,0,0
1,39,39,1.0,1,1,0,0
1,69,69,1.0,1,1,0,0
1,99,99,1.0,1,1,0,0
1,129,129,1.0,1,1,0,0
1,159,159,1.0,1,1,0,0
1,189,189,1.0,1,1,0,0
1,219,219,1.0,1,1,0,0
1,249,249,1.0,1,1,0,0
1,279,279,1.0,1,1,0,0
2,294,356,2.0,2,2,0,0
2,324,386,1.8925,2,2,0,0
2,354,416,1.756,2,2,0,0
2,384,446,1.6379,2,2,0,0
2,414,476,1.5347,2,2,0,0
2,444,506,1.4437,2,2,0,0
2,474,536,1.3629,2,2,0,0
2,504,566,1.2906,2,2,0,0
2,534,596,1.2257,2,2,0,0
2,564,626,1.1669,2,2,0,0
2,594,656,1.1136,2,2,0,0
2,624,686,1.0649,2,2,0,0
2,654,716,1.0203,2,2,0,0
2,684,746,0.9792,2,2,0,0
2,714,776,0.9414,2,2,0,0
2,744,806,0.9063,2,2,0,0
2,774,836,0.8738,2,2,0,0
2,804,866,0.8435,2,2,0,0
2,834,896,0.8153,2,2,0,0
1,14,14,1.0,1,1,0,0
1,44,44,1.0,1,1,0,0
1,17,17,1.0,1,1,0,0
1,47,47,1.0,1,1,0,0
1,77,77,1.0,1,1,0,0
1,107,107,1.0,1,1,0,0
1,137,137,1.0,1,1,0,0
1,167,167,1.0,1,1,0,0
1,197,197,1.0,1,1,0,0
1,227,227,1.0,1,1,0,0
1,257,257,1.0,1,1,0,0
1,287,287,1.0,1,1,0,0
1,317,317,1.0,1,1,0,0
1,347,347,1.0,1,1,0,0
1,377,377,0.9688,1,1,0,0
1,407,407,0.8974,1,1,0,0
1,437,437,0.8358,1,1,0,0
1,467,467,0.7821,1,1,0,0
1,497,497,0.7349,1,1,0,0
1,527,527,0.6931,1,1,0,0
1,557,557,0.6557,1,1,0,0
2,0,9,2.0,2,2,0,0
2,30,39,2.0,2,2,0,0
2,60,69,2.0,2,2,0,0
2,90,99,2.0,2,2,0,0
2,120,129,2.0,2,2,0,0
2,150,159,2.0,2,2,0,0
2,180,189,2.0,2,2,0,0
2,210,219,2.0,2,2,0,0
2,240,249,2.0,2,2,0,0
2,270,279,2.0,2,2,0,0
2,300,309,2.0,2,2,0,0
2,330,339,2.0,2,2,0,0
2,360,369,1.9797,2,2,0,0
2,390,399,1.8308,2,2,0,0
1,5,5,1.0,1,1,0,0
1,35,35,1.0,1,1,0,0
1,65,65,1.0,1,1,0,0
1,95,95,1.0,1,1,0,0
1,125,125,1.0,1,1,0,0
1,155,155,1.0,1,1,0,0
1,185,185,1.0,1,1,0,0
1,215,215,1.0,1,1,0,0
2,17,245,2.0,2,2,0,0
2,47,275,2.0,2,2,0,0
2,77,305,2.0,2,2,0,0
2,107,335,2.0,2,2,0,0
1,73,73,1.0,1,1,0,0
1,103,103,1.0,1,1,0,0
1,133,133,1.0,1,1,0,0
1,163,163,1.0,1,1,0,0
1,193,193,1.0,1,1,0,0
1,223,223,1.0,1,1,0,0
1,253,253,1.0,1,1,0,0
1,283,283,1.0,1,1,0,0
1,313,313,1.0,1,1,0,0
2,26,343,2.0,2,2,0,0
2,56,373,1.9584,2,2,0,0
3,5,403,2.719,3,2,0,0
3,35,433,2.5306,3,2,0,0
3,65,463,2.3666,3,2,0,0
3,95,493,2.2226,3,2,0,0
3,125,523,2.0951,3,2,0,0
3,155,553,1.9815,3,2,0,0
3,185,583,1.8795,3,2,0,0
3,215,613,1.7875,3,2,0,0
1,25,25,1.0,1,1,0,0
1,55,55,1.0,1,1,0,0
2,48,142,2.0,2,2,0,0
2,78,172,2.0,2,2,0,0
2,108,202,2.0,2,2,0,0
2,138,232,2.0,2,2,0,0
2,168,262,2.0,2,2,0,0
2,198,292,2.0,2,2,0,0
2,228,322,2.0,2,2,0,0
2,258,352,2.0,2,2,0,0
2,288,382,1.9123,2,2,0,0
2,318,412,1.7731,2,2,0,0
2,348,442,1.6527,2,2,0,0
2,378,472,1.5477,2,2,0,0
2,408,502,1.4552,2,2,0,0
2,438,532,1.3731,2,2,0,0
2,468,562,1.2998,2,2,0,0
2,498,592,1.234,2,2,0,0
2,528,622,1.1744,2,2,0,0
2,558,652,1.1204,2,2,0,0
2,588,682,1.0711,2,2,0,0
2,53,166,2.0,2,2,0,0
2,83,196,2.0,2,2,0,0
2,113,226,2.0,2,2,0,0
2,143,256,2.0,2,2,0,0
2,173,286,2.0,2,2,0,0
2,203,316,2.0,2,2,0,0
2,233,346,2.0,2,2,0,0
2,263,376,1.9428,2,2,0,0
2,293,406,1.7993,2,2,0,0
2,323,436,1.6755,2,2,0,0
2,353,466,1.5676,2,2,0,0
2,383,496,1.4728,2,2,0,0
2,413,526,1.3888,2,2,0,0
2,443,556,1.3138,2,2,0,0
2,473,586,1.2466,2,2,0,0
2,503,616,1.1859,2,2,0,0
2,533,646,1.1308,2,2,0,0
2,563,676,1.0806,2,2,0,0
2,593,706,1.0347,2,2,0,0
1,282,282,1.0,1,1,0,0
1,312,312,1.0,1,1,0,0
2,20,342,2.0,2,1,0,1
2,50,372,1.9637,2,1,0,1
2,80,402,1.8172,2,1,0,1
2,110,432,1.691,2,1,0,1
3,6,462,2.3718,3,2,0,1
4,17,492,2.9695,4,2,1,0
4,47,522,2.7989,4,2,1,0
4,77,552,2.6467,4,2,1,0
4,107,582,2.5103,4,2,1,0
4,137,612,2.3873,4,2,1,0
4,167,642,2.2757,4,2,1,0
4,197,672,2.1741,4,2,1,0
4,227,702,2.0812,4,2,1,0
4,257,732,1.9959,4,2,1,0
4,287,762,1.9173,4,2,1,0
4,317,792,1.8447,4,2,1,0
4,347,822,1.7774,4,2,1,0
3,52,216,3.0,3,3,0,0
3,82,246,3.0,3,3,0,0
3,112,276,3.0,3,3,0,0
3,142,306,3.0,3,3,0,0
3,172,336,3.0,3,3,0,0
3,202,366,2.9939,3,3,0,0
3,232,396,2.767,3,3,0,0
3,262,426,2.5722,3,3,0,0
3,292,456,2.403,3,3,0,0
3,322,486,2.2546,3,3,0,0
3,352,516,2.1235,3,3,0,0
3,382,546,2.0069,3,3,0,0
3,412,576,1.9023,3,3,0,0
3,442,606,1.8082,3,3,0,0
3,472,636,1.7229,3,3,0,0
3,502,666,1.6453,3,3,0,0
3,532,696,1.5744,3,3,0,0
3,562,726,1.5093,3,3,0,0
3,592,756,1.4494,3,3,0,0
1,82,82,1.0,1,1,1,0
1,112,112,1.0,1,1,1,0
1,142,142,1.0,1,1,1,0
1,172,172,1.0,1,1,1,0
1,202,202,1.0,1,1,1,0
1,232,232,1.0,1,1,1,0
1,262,262,1.0,1,1,1,0
1,292,292,1.0,1,1,1,0
1,322,322,1.0,1,1,1,0
1,352,352,1.0,1,1,1,0
1,382,382,0.9562,1,1,1,0
1,412,412,0.8865,1,1,1,0
1,442,442,0.8264,1,1,1,0
2,25,472,1.5477,2,2,1,0
3,12,502,2.1828,3,3,1,0
3,42,532,2.0597,3,3,1,0
3,72,562,1.9497,3,3,1,0
3,102,592,1.8509,3,3,1,0
3,132,622,1.7617,3,3,1,0
2,255,266,2.0,2,2,1,0
3,23,296,3.0,2,3,1,0
3,53,326,3.0,2,3,1,0
3,83,356,3.0,2,3,1,0
3,113,386,2.8387,2,3,1,0
3,143,416,2.634,2,3,1,0
3,173,446,2.4568,2,3,1,0
3,203,476,2.302,2,3,1,0
3,233,506,2.1655,2,3,1,0
3,263,536,2.0443,2,3,1,0
3,293,566,1.936,2,3,1,0
3,323,596,1.8385,2,3,1,0
3,353,626,1.7504,2,3,1,0
3,383,656,1.6704,2,3,1,0
3,413,686,1.5973,2,3,1,0
3,443,716,1.5304,2,3,1,0
3,473,746,1.4688,2,3,1,0
3,503,776,1.412,2,3,1,0
3,533,806,1.3595,2,3,1,0
1,243,243,1.0,1,1,0,0
2,2,273,2.0,2,2,0,0
2,32,303,2.0,2,2,0,0
2,62,333,2.0,2,2,0,0
2,92,363,2.0,2,2,0,0
2,122,393,1.8588,2,2,0,0
2,152,423,1.727,2,2,0,0
2,182,453,1.6126,2,2,0,0
2,212,483,1.5124,2,2,0,0
2,242,513,1.424,2,2,0,0
2,272,543,1.3453,2,2,0,0
2,302,573,1.2749,2,2,0,0
2,332,603,1.2114,2,2,0,0
2,362,633,1.154,2,2,0,0
2,392,663,1.1018,2,2,0,0
2,422,693,1.0541,2,2,0,0
2,452,723,1.0104,2,2,0,0
2,482,753,0.9701,2,2,0,0
2,512,783,0.933,2,2,0,0
3,111,240,3.0,3,2,1,0
3,141,270,3.0,3,2,1,0
3,171,300,3.0,3,2,1,0
3,201,330,3.0,3,2,1,0
3,231,360,3.0,3,2,1,0
3,261,390,2.8096,3,2,1,0
4,12,420,3.4786,3,3,1,0
4,42,450,3.2467,3,3,1,0
4,72,480,3.0438,3,3,1,0
4,102,510,2.8647,3,3,1,0
4,132,540,2.7056,3,3,1,0
4,162,570,2.5632,3,3,1,0
5,25,600,3.0438,3,3,2,0
8,1,630,4.6381,6,3,2,0
8,31,660,4.4273,6,3,2,0
10,17,690,5.2935,8,3,2,0
10,47,720,5.0729,8,3,2,0
10,77,750,4.87,8,3,2,0
11,19,780,5.151,8,4,2,0
2,61,145,2.0,2,2,0,0
2,91,175,2.0,2,2,0,0
2,121,205,2.0,2,2,0,0
2,151,235,2.0,2,2,0,0
2,181,265,2.0,2,2,0,0
3,6,295,3.0,3,2,0,0
3,36,325,3.0,3,2,0,0
3,66,355,3.0,3,2,0,0
3,96,385,2.8461,3,2,0,0
3,126,415,2.6404,3,2,0,0
3,156,445,2.4624,3,2,0,0
3,186,475,2.3068,3,2,0,0
3,216,505,2.1698,3,2,0,0
3,246,535,2.0481,3,2,0,0
3,276,565,1.9394,3,2,0,0
3,306,595,1.8416,3,2,0,0
3,336,625,1.7532,3,2,0,0
3,366,655,1.6729,3,2,0,0
3,396,685,1.5996,3,2,0,0
1,161,161,1.0,1,1,0,0
2,16,191,2.0,1,2,0,0
3,22,221,3.0,1,2,0,0
3,52,251,3.0,1,2,0,0
3,82,281,3.0,1,2,0,0
3,112,311,3.0,1,2,0,0
3,142,341,3.0,1,2,0,0
3,172,371,2.9535,1,2,0,0
3,202,401,2.7325,1,2,0,0
3,232,431,2.5423,1,2,0,0
3,262,461,2.3769,1,2,0,0
3,292,491,2.2317,1,2,0,0
3,322,521,2.1032,1,2,0,0
3,352,551,1.9887,1,2,0,0
3,382,581,1.886,1,2,0,0
3,412,611,1.7934,1,2,0,0
3,442,641,1.7094,1,2,0,0
3,472,671,1.633,1,2,0,0
3,502,701,1.5631,1,2,0,0
1,18,18,1.0,1,1,0,0
1,48,48,1.0,1,1,0,0
1,78,78,1.0,1,1,0,0
2,26,108,2.0,2,2,0,0
2,56,138,2.0,2,2,0,0
2,86,168,2.0,2,2,0,0
2,4,10,2.0,2,2,0,0
2,34,40,2.0,2,2,0,0
2,64,70,2.0,2,2,0,0
2,94,100,2.0,2,2,0,0
2,124,130,2.0,2,2,0,0
2,154,160,2.0,2,2,0,0
2,184,190,2.0,2,2,0,0
2,214,220,2.0,2,2,0,0
2,244,250,2.0,2,2,0,0
2,274,280,2.0,2,2,0,0
2,304,310,2.0,2,2,0,0
2,334,340,2.0,2,2,0,0
2,364,370,1.9743,2,2,0,0
2,394,400,1.8263,2,2,0,0
2,424,430,1.6988,2,2,0,0
2,454,460,1.588,2,2,0,0
2,484,490,1.4908,2,2,0,0
2,514,520,1.4048,2,2,0,0
2,544,550,1.3282,2,2,0,0
1,2,2,1.0,1,1,0,0
1,32,32,1.0,1,1,0,0
1,62,62,1.0,1,1,0,0
1,92,92,1.0,1,1,0,0
1,122,122,1.0,1,1,0,0
1,152,152,1.0,1,1,0,0
1,182,182,1.0,1,1,0,0
1,212,212,1.0,1,1,0,0
1,242,242,1.0,1,1,0,0
1,272,272,1.0,1,1,0,0
1,302,302,1.0,1,1,0,0
1,332,332,1.0,1,1,0,0
1,362,362,1.0,1,1,0,0
1,392,392,0.9318,1,1,0,0
1,422,422,0.8655,1,1,0,0
1,452,452,0.8081,1,1,0,0
1,482,482,0.7578,1,1,0,0
1,512,512,0.7134,1,1,0,0
1,4,4,1.0,1,1,0,0
1,34,34,1.0,1,1,0,0
1,64,64,1.0,1,1,0,0
1,94,94,1.0,1,1,0,0
1,124,124,1.0,1,1,0,0
1,154,154,1.0,1,1,0,0
1,184,184,1.0,1,1,0,0
2,15,214,2.0,2,2,0,0
2,45,244,2.0,2,2,0,0
2,75,274,2.0,2,2,0,0
2,105,304,2.0,2,2,0,0
2,135,334,2.0,2,2,0,0
2,165,364,2.0,2,2,0,0
3,15,394,2.7811,2,2,0,0
3,45,424,2.5843,2,2,0,0
3,75,454,2.4135,2,2,0,0
3,105,484,2.2639,2,2,0,0
3,135,514,2.1318,2,2,0,0
3,165,544,2.0142,2,2,0,0
1,199,199,1.0,1,1,0,0
1,229,229,1.0,1,1,0,0
1,259,259,1.0,1,1,0,0
1,289,289,1.0,1,1,0,0
1,319,319,1.0,1,1,0,0
1,349,349,1.0,1,1,0,0
1,379,379,0.9637,1,1,0,0
1,409,409,0.893,1,1,0,0
1,439,439,0.832,1,1,0,0
1,469,469,0.7788,1,1,0,0
1,499,499,0.732,1,1,0,0
1,529,529,0.6905,1,1,0,0
1,559,559,0.6534,1,1,0,0
1,589,589,0.6201,1,1,0,0
1,619,619,0.5901,1,1,0,0
1,649,649,0.5628,1,1,0,0
1,679,679,0.5379,1,1,0,0
1,709,709,0.5152,1,1,0,0
1,739,739,0.4942,1,1,0,0
1,218,218,1.0,1,1,0,1
1,248,248,1.0,1,1,0,1
1,278,278,1.0,1,1,0,1
1,308,308,1.0,1,1,0,1
1,338,338,1.0,1,1,0,1
1,368,368,0.9925,1,1,0,1
2,10,398,1.8354,2,2,0,0
2,40,428,1.7068,2,2,0,0
2,70,458,1.595,2,2,0,0
2,100,488,1.4969,2,2,0,0
2,130,518,1.4102,2,2,0,0
2,160,548,1.333,2,2,0,0
2,190,578,1.2638,2,2,0,0
2,220,608,1.2015,2,2,0,0
2,250,638,1.145,2,2,0,0
2,280,668,1.0936,2,2,0,0
2,310,698,1.0466,2,2,0,0
2,340,728,1.0034,2,2,0,0
2,370,758,0.9637,2,2,0,0
1,300,300,1.0,1,1,0,0
1,330,330,1.0,1,1,0,0
1,360,360,1.0,1,1,0,0
1,390,390,0.9365,1,1,0,0
1,420,420,0.8696,1,1,0,0
1,450,450,0.8117,1,1,0,0
1,480,480,0.7609,1,1,0,0
1,510,510,0.7162,1,1,0,0
1,540,540,0.6764,1,1,0,0
1,570,570,0.6408,1,1,0,0
1,600,600,0.6088,1,1,0,0
1,630,630,0.5798,1,1,0,0
1,660,660,0.5534,1,1,0,0
2,23,690,1.0587,1,2,0,0
2,53,720,1.0146,1,2,0,0
2,83,750,0.974,1,2,0,0
2,113,780,0.9365,1,2,0,0
2,143,810,0.9019,1,2,0,0
2,173,840,0.8696,1,2,0,0
4,69,237,4.0,2,4,1,0
4,99,267,4.0,2,4,1,0
4,129,297,4.0,2,4,1,0
4,159,327,4.0,2,4,1,0
4,189,357,4.0,2,4,1,0
4,219,387,3.7752,2,4,1,0
4,249,417,3.5036,2,4,1,0
4,279,447,3.2685,2,4,1,0
4,309,477,3.0629,2,4,1,0
4,339,507,2.8817,2,4,1,0
4,369,537,2.7207,2,4,1,0
4,399,567,2.5767,2,4,1,0
4,429,597,2.4472,2,4,1,0
4,459,627,2.3301,2,4,1,0
4,489,657,2.2237,2,4,1,0
4,519,687,2.1266,2,4,1,0
4,549,717,2.0377,2,4,1,0
5,26,747,2.4448,2,5,1,0
5,56,777,2.3504,2,5,1,0
1,27,27,1.0,1,1,0,0
1,57,57,1.0,1,1,0,0
1,87,87,1.0,1,1,0,0
1,117,117,1.0,1,1,0,0
1,147,147,1.0,1,1,0,0
1,177,177,1.0,1,1,0,0
1,207,207,1.0,1,1,0,0
1,21,21,1.0,1,1,0,0
1,51,51,1.0,1,1,0,0
1,81,81,1.0,1,1,0,0
1,111,111,1.0,1,1,0,0
1,141,141,1.0,1,1,0,0
1,171,171,1.0,1,1,0,0
1,201,201,1.0,1,1,0,0
1,231,231,1.0,1,1,0,0
1,261,261,1.0,1,1,0,0
1,291,291,1.0,1,1,0,0
1,321,321,1.0,1,1,0,0
1,351,351,1.0,1,1,0,0
1,381,381,0.9587,1,1,0,0
1,411,411,0.8887,1,1,0,0
1,441,441,0.8282,1,1,0,0
1,471,471,0.7755,1,1,0,0
1,501,501,0.729,1,1,0,0
1,290,290,1.0,1,1,0,0
1,320,320,1.0,1,1,0,0
1,350,350,1.0,1,1,0,0
2,16,380,1.9224,2,2,0,0
2,46,410,1.7817,2,2,0,0
2,76,440,1.6602,2,2,0,0
2,106,470,1.5543,2,2,0,0
2,136,500,1.461,2,2,0,0
2,166,530,1.3783,2,2,0,0
2,196,560,1.3045,2,2,0,0
2,226,590,1.2381,2,2,0,0
2,256,620,1.1782,2,2,0,0
2,286,650,1.1238,2,2,0,0
2,316,680,1.0743,2,2,0,0
2,346,710,1.0289,2,2,0,0
2,376,740,0.9872,2,2,0,0
2,406,770,0.9487,2,2,0,0
2,436,800,0.9131,2,2,0,0
2,466,830,0.8801,2,2,0,0
1,10,10,1.0,1,1,0,0
1,40,40,1.0,1,1,0,0
1,70,70,1.0,1,1,0,0
1,100,100,1.0,1,1,0,0
1,130,130,1.0,1,1,0,0
1,160,160,1.0,1,1,0,0
1,190,190,1.0,1,1,0,0
1,220,220,1.0,1,1,0,0
1,250,250,1.0,1,1,0,0
1,280,280,1.0,1,1,0,0
1,310,310,1.0,1,1,0,0
2,12,340,2.0,1,2,0,0
3,72,313,3.0,2,3,1,0
3,102,343,3.0,2,3,1,0
3,132,373,2.9377,2,3,1,0
4,13,403,3.6253,2,3,1,0
4,43,433,3.3741,2,3,1,0
4,73,463,3.1555,2,3,1,0
4,103,493,2.9635,2,3,1,0
4,133,523,2.7935,2,3,1,0
4,163,553,2.642,2,3,1,0
4,193,583,2.506,2,3,1,0
4,223,613,2.3834,2,3,1,0
4,253,643,2.2722,2,3,1,0
5,8,673,2.7136,3,3,2,0
5,38,703,2.5978,3,3,2,0
5,68,733,2.4915,3,3,2,0
5,98,763,2.3935,3,3,2,0
5,128,793,2.303,3,3,2,0
5,158,823,2.219,3,3,2,0
5,188,853,2.141,3,3,2,0
1,27,27,1.0,1,1,0,0
1,57,57,1.0,1,1,0,0
1,87,87,1.0,1,1,0,0
1,117,117,1.0,1,1,0,0
2,8,147,2.0,1,2,0,0
3,11,177,3.0,1,3,0,0
3,41,207,3.0,1,3,0,0
3,71,237,3.0,1,3,0,0
3,101,267,3.0,1,3,0,0
4,29,297,4.0,1,3,0,0
4,59,327,4.0,1,3,0,0
4,89,357,4.0,1,3,0,0
4,119,387,3.7752,1,3,0,0
4,149,417,3.5036,1,3,0,0
4,179,447,3.2685,1,3,0,0
4,209,477,3.0629,1,3,0,0
4,239,507,2.8817,1,3,0,0
4,269,537,2.7207,1,3,0,0
5,29,567,3.2209,2,3,0,0
2,47,71,2.0,2,2,0,0
2,77,101,2.0,2,2,0,0
2,107,131,2.0,2,2,0,0
2,137,161,2.0,2,2,0,0
2,167,191,2.0,2,2,0,0
2,197,221,2.0,2,2,0,0
2,227,251,2.0,2,2,0,0
2,257,281,2.0,2,2,0,0
2,287,311,2.0,2,2,0,0
2,317,341,2.0,2,2,0,0
2,347,371,1.969,2,2,0,0
2,377,401,1.8217,2,2,0,0
2,407,431,1.6949,2,2,0,0
2,437,461,1.5846,2,2,0,0
2,467,491,1.4878,2,2,0,0
2,497,521,1.4021,2,2,0,0
2,527,551,1.3258,2,2,0,0
2,557,581,1.2573,2,2,0,0
2,587,611,1.1956,2,2,0,0
1,79,79,1.0,1,1,0,0
1,109,109,1.0,1,1,0,0
